Recipe ID,Nama Resep,Energi (kj),Energi (kkal),Lemak (g),Lemak Jenuh (g),Lemak Trans (g),Lemak tak Jenuh Ganda (g),Lemak tak Jenuh Tunggal (g),Kolesterol (mg),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (mg),Kalium (mg),Kategori,Keywords,PrepTime,CookTime,Ingredients,Instructioons,Meal Category
169,Pan Sarden Pizza,5205,1244,44.59,0.008782,8e-05,0.007916,0.003413,27.0,54.05,159.81,4.7,34.04,3.566,661.0,"""Makanan Pembuka"",""Hidangan Utama""","""Pizza sarden yant dimasak dengan teflon.""",10 Menit,8 Menit,"""2 siung bawang putih dimasak"",""25 gram bawang bombay dimasak"",""7 gram ragi"",""10 gram cabai merah atau rawit"",""3/4 sdt garam"",""140 ml air"",""7 gram gula pasir"",""1 sosis ayam"",""1 1/2 sdm minyak goreng"",""1 sdm madu"",""75 g sarden saus tomat"",""10 g cheddar"",""1 sendok saus sambal"",""32 g smoked beef"",""60 g keju mozarella"",""30 ml saus tomat"",""125 g tepung segitiga biru""","""Aduk air hangat"",""ragi"",""dan gula pasir hingga rata lalu diamkan hingga berbuih (2-3 menit)."",""Masukkan garam"",""madu"",""dan 1.5 sdm minyak dan aduk rata."",""Tuang adukan ragi ke 250 gram tepung terigu"",""aduk hingga semua meyatu."",""Alasi permukaan meja dengan minyak. Uleni adonan hingga"",""tidak perlu sampai kalis."",""Pipihkan adonan dengan rolling pin seukuran pan yang digunakan."",""Untuk topping pizza"",""tumis sosis dan smoked beef yang sudah dipotong sesuai selera. Kemudian sisihkan."",""Tumis bawang putih dan bawang bombai yang sudah diiris hingga wangi. Masukkan sarden"",""irisan cabai rawit"",""saus sambal dan saus tomat. Masak hingga mengental."",""Panaskan teflon baru di api sedang"",""olesi dengan minyak lalu panggang satu sisi pizza hingga matang (agak kecoklatan di beberapa bagian).""",makan siang
170,Bibimbap,1833,438,11.72,0.003098,0.0,0.002219,0.004324,289.0,15.39,67.95,4.8,25.82,1.566,482.0,"""Hidangan Utama"",""Saus dan Bumbu""","""Bibimbap rendah kalori dengan nasi merah.""",5 Menit,45 Menit,"""84 gram telur dadar atau telur orak-arik"",""128 gram nasi merah"",""10 gram kubis cina (bok-choy"",""pak-choi)"",""53 gram wortel"",""2 siung bawang putih"",""59 gram bawang merah"",""40 g saus topokki hot spicy""","""Rebus kubis"",""wortel"",""bw merah"",""bw putih selama 15 menit."",""Tempatkan beras merah kukus dalam mangkuk."",""Susun bahan yg direbus tdi di atas nasi merah."",""Orak arik telur"",""lalu letakan di atas."",""Tambahkan saus gocujhang atau saus tteokbokki."",""Campur semua makanan."",""Siap disajikan.""",makan siang
171,Sesame Toowoomba Pasta,2460,588,30.61,0.0100489999999999,0.0,0.255,0.00035,14.0,11.83,57.91,0.4,8.8,1.689,361.0,"""Hidangan Utama"",""Makan Siang""","""Pasta Toowoomba dengan Saus Wijen.""",5 Menit,5 Menit,"""1 siung bawang putih dimasak"",""20 gram bawang bombay dimasak"",""60 g shin ramyun"",""200 ml susu uht full cream (250ml)"",""3 sdm roasted sesame dressing"",""10 g smoked beef""","""Rebus Shin Ramyun atau mi instan lainnya hingga setengah matang."",""Tumis bawang putih yang sudah dicincang halus hingga harum."",""Masukkan daging lembu salai (secukup rasa) dan tumis dengan bawang."",""Masukkan 200ml susu UHT ke tumisan."",""Jika susu mulai mendidih masukan bumbu mi instan dan 3 sdm sesame dressing."",""Masukan mie dan tunggu hingga susu agak meresap."",""Jika susu mulai mengental"",""matikan api dan Sesame Toowoomba Pasta sudah siap disajikan.""",makan siang
172,Ayam Saos Mentega,2498,597,11.7,0.00328,0.0,0.0040599999999999,0.0025,0.17,62.51,71.63,0.2,34.49,983.0,548.0,"""Hidangan Utama""","""Low calori"",""cepat di masak.""",30 Menit,15 Menit,"""200 gram daging dada ayam (ayam pedaging"",""dipanggang"",""dimasak)"",""2 sdm madu"",""30 ml madu"",""5 ml minyak jagung"",""25 g saus tiram""","""Siapkan 200 gr ayam cuci bersih"",""potong sesuai selera."",""Marinasi dengan 2 bawang puth halus"",""penyedam"",""lada"",""garam"",""saus tiram 2 sdm"",""madu 3 sdm"",""tepung maizena 1 sdm."",""Simpan dalam kulkas selama minimal 15 menit."",""Siapkan bumbu tumis nya"",""bawang bombay"",""minyak tropicana 1sdt"",""."",""Tumis bumbu tumis lalu masukan bumbu marinasi.""",makan siang
175,Mapo Tofu,1093,261,16.34,0.0030139999999999,0.0,0.0020459999999999,0.006801,0.0,18.16,12.61,0.0,2.18,699.0,241.0,"""Hidangan Utama""","""Mapo tofu ala korea.""",10 Menit,15 Menit,"""1 sdm soy sauce"",""2 tbsps olive oil"",""4 siung garlic"",""1/2 sedang onions"",""200 gram tempeh (cooked)"",""100 g jamur enoki"",""65 g bakso daging sapi"",""2 sdm gochujang"",""200 g tahu original""","""Tumis bawang putih dan bawang bombay."",""Masukan tempe dan bakso."",""Masukan gochujang dan kecap."",""Tambahkan air dan garam"",""tunggu sampai mendidih dan reduced."",""Masukan tahu"",""masak kurang lebih 2 menit.""",makan siang
178,Mie Shirataki Soto,1284,307,12.68,0.873,1e-05,0.002021,0.732,23.0,15.3,34.29,10.7,6.7,759.0,694.0,"""Hidangan Utama""","""Mie Shirataki sarat dengan rasa dan topping.""",25 Menit,15 Menit,"""32 gram jeruk nipis"",""10 gram paprika merah manis"",""22 gram cabai merah atau rawit"",""39 gram daging dada ayam (ayam pedaging)"",""13 gram bawang putih"",""39 gram sawi putih"",""8 gram bawang merah"",""80 g mie basah matang"",""2 g royco ayam"",""3 g lada putih bubuk"",""15 g bumbu indomie goreng"",""15 g kerupuk seblak""","""Haluskan bawang putih"",""merah"",""cabai dan tambahkan garam serta lada."",""Masak ayam dipanggang kasih bumbu bawang putih"",""merica dan ohaiong. Lalu masak telur gausah pake minyak pake telfon aja."",""Tambahkan bumbu halus dan tambahkan air jeruk nipis lalu tambahkan sayuran"",""shirataki"",""dan paprika. Kemudian tambahkan bumbu Soto Indomie secukupnya. Menyajikan.""",makan siang
180,Japchae Shirataki,234,56,1.44,0.533,0.0,0.215,0.638,0.0,1.6,10.54,3.6,5.06,857.0,199.0,"""Hidangan Utama"",""Makan Siang""","""Lezzetli şehriye yemeği.""",10 Menit,20 Menit,"""1 sedang paprika merah manis"",""1 sejumput lada hitam"",""1 sdt garam"",""40 gram wortel"",""1 mangkok"",""dicincang daun bawang (loncang)"",""1 sdt gula pasir"",""1 sdt bawang putih cincang"",""1/2 sdm kecap manis"",""200 g mie basah matang"",""10 g saus tiram"",""20 gram jamur kancing"",""10 ml pengganti kecap asin"",""5"",""50 ml minyak goreng""","""Rebua mie shirataki sampe matang."",""Tumis jamur dan wortel hingga masak"",""tambahkan garam."",""Masukan mie yang sudah matang"",""aduk hingga tercampur."",""Masukan saus yang sudah dibuat. Masak hingga saus surut."",""Setelah surut"",""tambahkan paprika dan daun bawang. Aduk hingga tercampur rata."",""Mie siap di sajikan.""",makan siang
185,Cah Kangkung Ala,1088,260,16.17,0.005787,0.0,0.005287,0.003081,212.0,10.04,21.22,4.6,7.17,118.0,683.0,"""Hidangan Utama""","""Bayam dan telur dengan lada cayenne.""",10 Menit,5 Menit,"""1 besar telur"",""5 gram cabai merah atau rawit"",""2 siung bawang putih"",""2 kecil bawang merah"",""1 sdm minyak goreng"",""59 gram kangkung""","""Panaskan minyak"",""masukkan bamer baput."",""Tunggu hingga harum"",""masukkan kangkung dan cabe rawit."",""Tambahkan sedikit air."",""Tumis kangkung hingga masak dan tidak layu.""",makan siang
187,Tahu Gejrot Cirebon,837,200,8.87,0.001638,0.0,0.004442,0.001738,18.0,7.2,25.47,0.0,19.39,678.0,32.572,"""Makanan Ringan"",""Makan Siang""","""Tahu dengan kuah gula manis dan pedas.""",5 Menit,15 Menit,"""6 buah tahu goreng"",""3 sdt"",""bongkahan gula merah"",""2 sdm kecap manis"",""20 g sambal pedas uleg""","""Tahu dipotong2 taruh di atas piring."",""Ulek cabe"",""bawang merah"",""bawang putih"",""garam."",""Didihkan air masukan gula jawa dan kecap sampai mendidih."",""Siram tahu dengan larutan gula dan cabe ulek ke atas piring yg berisi tahu.""",makan siang
190,Tumis Shau,741,177,7.16,0.001021,0.0,0.002957,0.002725,0.0,3.05,27.09,3.5,17.01,1.602,414.0,"""Hidangan Utama""","""Tumis sayuran yang cepat dan lezat.""",15 Menit,5 Menit,"""30 gram broccoli"",""75 gram carrots"",""1/2 tbsp sesame oil"",""15 gram green snap beans"",""1 sdm soy sauce (shoyu)"",""1/2 sdm honey"",""15 g saus tiram"",""10 ml kecap pedas""","""Cuci dang potong semua sayuran."",""Tumis bawang putih dengan minyak wijen."",""Masukan semua sayuran dan bumbu lalu tambahkan air."",""Siap disajikan.""",makan siang
199,Rolade Sehat,100,24,1.21,0.321,0.0,0.261,0.404,23.0,1.84,1.37,0.2,0.32,42.0,34.0,"""Hidangan Utama""","""Rolade sehat no minyak"",""no tepung gluten .""",30 Menit,30 Menit,"""100 gram dada ayam"",""4 besar telur"",""1 sdt minyak wijen"",""200 gram wortel"",""1/2 sdm minyak goreng"",""130 gram tahu"",""50 ml susu uht full cream"",""40 g rolled oat"",""15 ml kecap asin""","""Campur semua bahan dengan chopper"",""kecuali 3 telur dan susu. Beri penyedap rasa"",""campur sampai rata."",""Kocok 3 telur dengan susu"",""dadar di teflon anti lengket."",""Lalu di bentuk seperti rolade dan kukus. Sudah siap disajikan.""",makan siang
200,Sate Mix Ayam dan Jamur,1866,446,9.58,0.002443,0.0,0.0022949999999999,0.003338,83.0,37.34,55.41,7.1,20.97,5.891,1.212,"""Hidangan Utama"",""Lauk Pauk"",""Roti & Produk Panggang"",""Makan Siang""","""Sate ayam yang kaya rasa dan protein.""",45 Menit,30 Menit,"""100 gram dada ayam"",""30 gram ketumbar"",""5 gram cabai merah atau rawit"",""1 sdt garam"",""3 siung bawang putih"",""100 gram jamur tiram"",""2 kecil bawang merah"",""1 sdm kecap manis"",""50 ml air mineral"",""100 g saus tiram"",""3 g lada putih bubuk""","""Rebus jamur tiram"",""setelah itu tiriskan dan suwir sesuai dengan ukuran yang diinginkan."",""Belender bumbu untuk dipanggang setelah itu di tumis."",""Marinasi jamur dan dada ayam selama 30 menit."",""Tusuk jamur tiram dan dada ayam yg sudah di marinasikan pada tusuk sate."",""Panggang sate jamur dada ayam di teflon anti lengket atau panggangan anti lengket.""",makan siang
205,Ayam Lada Hitam,1513,362,15.82,0.004814,0.0,0.0051459999999999,0.004142,96.0,36.28,20.2,5.7,7.9,457.0,644.0,"""Hidangan Utama""","""Tumis ayam goreng dengan cita rasa yang menggugah selera.""",1 Jam,30 Menit,"""230 gram chicken breast"",""1 gram young green onions"",""30 gram paprika"",""16 gram onions"",""1 sdm minyak goreng"",""3 g lada putih bubuk"",""60 g saus teriyaki lada hitam""","""Panfry ayam."",""Tumis bahan kering."",""Masukkan bumbu.""",makan siang
207,NasGor Receh,586,140,4.08,0.214,0.0,0.489,0.00019,0.0,5.16,22.44,3.7,0.61,355.0,136.0,"""Hidangan Utama""","""Nasi goreng dan mie shirataki goreng tanpa minyak.""",3 Menit,5 Menit,"""50 gram nasi putih"",""1 sdm cabai merah atau rawit"",""1 siung bawang putih"",""50 g mie basah matang"",""25 g sosis ayam kombinasi"",""Cara memasak""","""Tumis bawang putih sampai harum."",""Masukkan cabai yang telah di haluskan."",""Tambahkan sosis dan mie shirataki."",""Tambahkan nasi tunggu sampai di rasa sudah cukup matang."",""Jika suka bisa di tambahkan telur ceplok"",""telur rebus atau bakso.""",makan siang
217,Tongseng Bango dan Fiber Chreme,1506,360,10.68,0.005127,0.00016,0.001508,0.002169,0.09,36.39,34.11,8.9,12.28,1.205,1.106,"""Hidangan Utama""","""Tongseng versi sehat.""",10 Menit,40 Menit,"""145 gram dada ayam (kulit tidak dimakan)"",""120 gram tomat"",""15 gram cabai merah atau rawit"",""300 gram kubis"",""20 gram daun bawang"",""20 gram sereh"",""95 gram daging sapi (95% tanpa lemak / 5% lemak)"",""1 sdm pengganti kecap manis"",""5 sdt fiber creme"",""26 g tongseng khas solo""","""Tumis daging dan bumbu bango."",""Masukan air fiber chreme dan bumbu lainnya sampai menyusut."",""Masukan kubis dan cabai."",""Matikan api kemudian masukan faun bawang dan potongan tomat.""",makan siang
227,Bakso di Soup,1011,242,13.64,0.00418,0.012,0.001887,0.005722,44.0,20.65,9.99,1.8,4.38,851.0,399.0,"""Hidangan Utama"",""Sup""","""Sup bakso dengan kaldu jamur dan sayuran.""",20 Menit,30 Menit,"""200 gram daging sapi giling"",""100 gram kecambah"",""5 gram kaldu jamur"",""1 sdt bawang putih bubuk"",""1 sejumput lada hitam"",""10 gram cabai merah atau rawit"",""1 sdt garam"",""2 siung bawang putih"",""20 gram daun bawang"",""300 gram tahu kukus"",""100 gram pakcoy"",""50 g tepung tapioka"",""40 gram bawang bombay""","""Buat adonan bakso dengan cara campurkan tapioka"",""daging sapi giling"",""bombay dan bubuk bawang putih serta lada garam. Aduk hingga rata. Dan bulatkan dengan tangan satu per satu. Masukan satu per satu ke dalam air mendidih."",""Cincang bawang putih dan daun bawang. Masukan ke dalam kuah. Serta lada garam dan kaldu jamur."",""Rebus sayur pokcoy dan toge dalam panci terpisah."",""Tunggu hingga bakso matang dan mengapung ke atas. Masukan tahu. Tunggu sampai smua matang. Sajikan bersama toge dan pokcoy rebus sera tambahkan cabai rawit jika suka.""",makan siang
232,Cauliflower Nasi Goreng,768,184,6.56,0.0016539999999999,4e-05,0.0010149999999999,0.0032519999999999,116.0,11.36,23.66,5.4,7.52,626.0,784.0,"""Hidangan Utama""","""Pengganti nasi goreng untuk nasi goreng lovers"",""nasinya diganti kembang kol.""",30 Menit,30 Menit,"""1 irisan tebal chicken breast"",""1 besar egg"",""1 mangkok chinese cabbage"",""3 cups cauliflower"",""1 sdt olive oil"",""1 mangkok"",""irisan red onions"",""3 sdt minced garlic"",""4 1/2 sdt chili"",""10 ml kecap inggris"",""1 sdm kecap manis"",""3 g kaldu rasa jamur""","""Sangrai di wajan kembang kol sampai berubah warna dan agak kering"",""lalu sisihkan."",""Tumis pakai olive oil bawang merah dan bawang putih sampi berubah warna dan harum lalu masukan cabai"",""ayam"",""tambahkan air masak sampai ayam matang sempurna lalu masukan telor aduk aduk sampai matang dan tambah kan air sedikit"",""kecap"",""kecap asin"",""kaldu jamur dll masak sampai semua bumbu meresap."",""Masukan kembanh kol"",""aduk aduk dengan semua bahan diatas"",""tambahkan lagi sedikit air dengan tujuan supaya semua rasa meresap kedalam kembang kol"",""masak sampai kembanh kok agak berubah warna dan rasa tekstur sudah mirip seperti ""nasi"" goreng.""",makan siang
234,Chicken Tandoori,912,218,12.81,0.004578,0.0,0.002092,0.003823,58.0,17.4,9.05,2.8,0.76,326.0,305.0,"""Hidangan Utama""","""Ayam marinasi bumbu india dan yoghurt.""",30 Menit,7 Menit,"""2 kecil chicken thigh"",""1 tsp coriander seed"",""2 sdt cumin"",""1 tbsp fenugreek seed"",""1 tsp paprika"",""1 sejumput black pepper"",""2 sdt turmeric (ground)"",""1 sejumput salt"",""1 sdt ginger"",""1 sdt minced garlic"",""50 g greek yogurt""","""Bersihkan ayam. Boleh pakai kulit boleh tidak. Bumbui ayam dengan lada dan garam."",""Untuk bumbu marinasi"",""pertama-tama masukkan greek yoghurt ke mangkuk"",""campur dengan bumbu bubuk ketumbar"",""jinten"",""kunyit"",""paprika"",""garam menyesuaikan."",""Haluskan 2 butir bawang putih dengan 1 ruas jahe. Kalau suka pedas bisa tambahkan cabe"",""tapi sebisa mungkin gunakan cabe kering yang sudah jadi bubuk. Tambahkan bumbu halus ke mangkuk dan aduk hingga merata bersama dengan yoghurt dan bumbu bubuk lainnya."",""Buat guratan di daging ayam hingga menyentuh tulang."",""Lumurkan bumbu marinasi ke ayam hingga merata. Biarkan dahulu di dalam kulkas setidaknya 6 jam atau diamkan semalaman. Fungsinya untuk melunakkan daging ayam dan agar bumbunya meresap."",""Setelah didiamkan"",""keluarkan ayam dari kulkas. Panaskan wajan (boleh pakai minyak 1 sdm)."",""Masukkan ayam ke wajan dengan kulit menghadap bawah. Bolak balik ayam hingga matang"",""sekitar 7 menit sambil sedikit-sedikit dilumuri lagi dengan sisa bumbu marinasi.""",makan siang
237,Sayur Pokcoy Tahu Telur,814,194,11.9,0.006985,0.0,0.001315,0.002623,106.0,8.65,15.36,2.2,5.7,1.391,322.0,"""Makan Siang""","""Makanan sehat dan lezat dengan tahu dan sayuran.""",10 Menit,15 Menit,"""1 sdm minyak kelapa"",""1 sdt garam"",""2 siung bawang putih"",""1/4 gelas air"",""2 sedang bawang merah"",""100 gram tahu"",""100 gram pakcoy"",""3 g lada putih bubuk"",""1"",""5 g kaldu rasa jamur""","""Di atas wajan"",""tambahkan minyak kelapa"",""tumis bawang merah dan bawang putih hingga kecoklatan."",""Masukkan telur"",""diorak arik lalu masukkan tahu"",""aduk aduk selama 5 menit lalu masukkan air putih. Diamkan hingga tahu matang."",""Masukkan pakcoy"",""garam"",""lada bubuk dan kaldu jamur lalu di aduk aduk hingga pakcoy agak layu dan bumbu tercampur rata."",""Siap disajikan.""",makan siang
238,Bakmi Goreng Shirataki,586,140,2.77,0.591,0.0,0.951,0.852,19.0,8.94,23.8,3.8,1.12,255.0,279.0,"""Makan Siang""","""Mie goreng rendah kalori yang cepat dan mudah.""",10 Menit,10 Menit,"""25 gram dada ayam rebus (kulit tidak dimakan)"",""1/4 mangkok"",""segar"",""potongan batang brokoli dimasak (dari segar)"",""1 sdm cabai merah atau rawit"",""1 siung bawang putih"",""25 g mie kering"",""3 g lada putih bubuk"",""1 sdm kecap manis""","""Rebus mie"",""brokoli"",""dada ayam."",""Bawang putih dan cabe cincang."",""Tumis baput cabe lada dengan air."",""Masuk mie brokoli dada ayam."",""Koreksi rasa dg tambahkan himsalt dan kecap."",""2 anggota telah menambahkan resep ini ke buku""",makan siang
243,Nasi Goreng China,1885,450,14.27,0.002644,0.0,0.005238,0.005291,106.0,14.04,67.2,0.0,8.76,2.603,532.0,"""Hidangan Utama""","""Nasi goreng ala restoran cina.""",5 Menit,10 Menit,"""1 besar telur"",""1 sdm kecap asin (kedelai)"",""2 mangkok"",""dimasak nasi putih"",""1 sdm margarin"",""1 sejumput lada hitam"",""1 sdt garam"",""1 sdm minyak wijen"",""30 gram wortel"",""2 siung bawang putih"",""3 sedang bawang merah"",""20 g sayur toge"",""20 g saus tiram"",""3 g lada putih bubuk"",""100 gram sawi hijau""","""Panaskan margarin"",""tumis bawang hingga harum kemudian masukan telur dan sayuran."",""Masukan nasi putih"",""aduk2 jangan lupa beri kecap asin"",""minyak wijen"",""saos tiram dan garam(opstional ya kalo kurang asin) dan lada."",""Aduk hingga tercampur rata. Nikmati.""",makan siang
244,Tumis Wortel Buncis,1234,295,5.85,0.001637,0.0,0.001333,0.001917,304.0,10.99,53.6,9.1,13.92,1.069,858.0,"""Hidangan Utama"",""Lauk Pauk"",""Makan Siang""","""Hidangan tumis yang mengenyangkan dengan telur puyuh dan sayuran.""",10 Menit,15 Menit,"""4 telur puyuh"",""1 sdm cabai merah atau rawit"",""44 gram buncis"",""68 gram wortel"",""3 siung bawang putih"",""50 gram nasi merah (butir-sedang"",""dimasak)"",""2 sedang bawang merah"",""35 g saus tiram""","""Cuci lalu iris wortel dan buncis."",""Iris bawang merah"",""bawang putih"",""serta cabai lalu tumis dg air secukupnya."",""Masukkan wortel dan buncis serta tambahkan sedikit merica bubuk dan saos tiram."",""Pindahkan ke piring dengan nasi.""",makan siang
245,Tumis Ayam Jamur Tempe,2770,662,24.51,0.007246,0.00028,0.004902,0.008586,84.0,56.15,62.9,0.0,18.09,3.839,2.007,"""Hidangan Utama""","""Kaya rasa dan sajian berat ayam dengan jamur.""",15 Menit,15 Menit,"""1/2 kecil chicken breast"",""3 kecil cooked mushrooms (fat added in cooking)"",""1 medium onion"",""2 green hot chili peppers"",""1 cup pieces mushrooms (with salt"",""drained"",""cooked"",""boiled)"",""100 gram tempeh (cooked)"",""1 small red onion"",""6 tbsps chili"",""100 g saus tiram""","""Tumis bawang dan cabe (tanpa minyak)."",""Masukkan ayam dan tempe. Masak sampai matang."",""Masukkan jamur + beri sedikit air."",""Beri saori saus tiram"",""dan koreksi rasa.""",makan siang
246,Ayam Suwir Balado,2962,708,18.19,0.003018,0.0,0.0067,0.006597,76.0,43.14,112.94,21.1,25.5,4.162,2.032,"""Makan Siang""","""Makan siang yang mewah dengan campuran ayam dan sayuran yang beraroma.""",5 Menit,10 Menit,"""100 gram dada ayam rebus (kulit tidak dimakan)"",""1 sdm kecap asin (kedelai)"",""100 gram nasi merah"",""5 daun sedang selada"",""15 gram kaldu jamur"",""7 sdm cabai merah atau rawit"",""1 sdt garam"",""20 gram kubis"",""20 gram wortel"",""1 siung bawang putih"",""1 utuh sedang tomat merah"",""10 gram kacang kemiri"",""5 kecil bawang merah"",""20 ml gula jawa""","""Haluskan bawang merah"",""bawang putih"",""cabai"",""kemiri"",""tomat."",""Suwir-suwir ayam rebus dengan garpu / tangan."",""Tumis bumbu halus diatas teflon anti lengket. Sampai harum. Tambahkan garam."",""Masukkan ayam suwir kedalam tumisan bumbu"",""tambahkan kaldu jamur"",""kecap asin"",""gula jawa."",""Aduk hingga rata. Tes rasa. Siap disajikan.""",makan siang
250,Capcay Ayam Kuah tanpa Minyak,381,91,1.6,0.426,0.0,0.384,0.508,34.0,13.65,5.52,1.4,1.98,1.66,322.0,"""Hidangan Utama""","""Hidangan sehat cepat dengan ayam dan sayuran.""",10 Menit,15 Menit,"""80 gram dada ayam (kulit tidak dimakan)"",""10 gram tomat"",""1 sdt garam"",""1/2 sdm saus tiram"",""40 gram wortel"",""40 gram kembang kol"",""1 siung bawang putih"",""40 gram sawi putih"",""10 gram bawang bombay"",""40 gram sawi hijau"",""1"",""5 g kaldu rasa jamur""","""Cuci sayuran dan ayam."",""Geprak bawang putih hingga halus."",""Tumis bawang putih dan bombay dan wortel di teflon tanpa minyak."",""Masukan air secukupnya"",""."",""Jika sudah mendidih masukan bumbu sesuai selera (garam"",""saus tiram"",""kaldu jamur)."",""Masukan ayam masak hingga matang"",""."",""Masukan sayuran."",""Koreksi rasa"",""selesai.""",makan siang
253,Kekian Udang,194,46,1.05,0.158,0.002,0.214,0.126,49.0,7.19,1.93,0.1,0.51,132.0,56.0,"""Lauk Pauk"",""Makanan Ringan"",""Makan Siang""","""Lauk penuh rasa!""",10 Menit,15 Menit,"""640 gram udang"",""1 sedang telur"",""123 gram wortel"",""21 gram bawang putih"",""30 gram daun bawang (loncang)"",""60 g tepung tapioka"",""75 g kembang tahu""","""Haluskan udang."",""Haluskan bawang putih garam dan merica."",""Parut wortel dan iris kecil-kecil daun bawang."",""Masukkan wortel daun bawang telur dan bumbu halus kedalam udang yang telah dihaluskan."",""Aduk sampai rata kemudian masukkan tepung tapioka."",""Taruh di dalam kulit tahu yang telah di rendam air."",""Kukus kurang lebih 10 menit."",""5 anggota telah menambahkan resep""",makan siang
254,Cah Sayur,1004,240,1.46,0.333,2e-05,0.438,0.295,41.0,20.94,36.44,5.5,7.1,2.833,905.0,"""Hidangan Utama"",""Makan Siang""","""Makan siang dikemas dengan karbohidrat"",""serat"",""protein"",""dan vitamin.""",10 Menit,6  Menit,"""1 sdt garam"",""71 gram daging dada ayam (ayam pedaging)"",""50 gram buncis"",""25 gram brokoli"",""24 gram wortel"",""2 gelas air"",""24 gram jagung kecil/tunas jagung"",""15 g saus bumbu rasa tiram"",""100 gram kentang rebus"",""15 gram sawi hijau"",""1.5 g kaldu rasa jamur""","""Tumis bawput dan cabe."",""Masukan air"",""ayam dan kentang."",""Campur semua bahan jadi."",""Tambahkan bumbu perasa."",""Sajikan selagi hangat.""",makan siang
255,Spaghetti Aglio Olio Bandeng tanpa Minyak,1933,462,9.1,0.0019299999999999,0.0,0.002528,0.002817,52.0,31.09,65.74,7.2,8.92,2.783,942.0,"""Hidangan Utama"",""Makan Siang""","""Hidangan pasta beraroma dengan ikan bandeng dan sayuran.""",20 Menit,15 Menit,"""1 sdm cabai merah atau rawit"",""1 sdt garam"",""30 gram brokoli"",""1 utuh sedang tomat merah"",""100 gram ikan bandeng"",""1 kecil bawang merah"",""60 g spaghetti"",""40 gram bawang bombay"",""1"",""5 g kaldu rasa jamur""","""Rebus spaghetti wholemeal selama 10 menit."",""Haluskan tomat dan bawang merah bisa di uleg atau di blender beri sedikit air."",""Panaskan telflon anti lengket"",""masukan bawang bombai sangrai sampai harum (tanpa minyak)."",""Setelah itu masukan bumbu yg sudah di haluskan."",""Tambahkan bandeng suwir"",""irisan cabai"",""brokoli"",""garam"",""dan kaldu jamur."",""Kemudian masukan spaghetti wholemeal yg sudah di rebus dan beri sedikit seledri"",""aduk sampai rata.""",makan siang
256,Cah Brokoli Ayam,767,183,8.64,0.002801,0.0,0.00246,0.002346,55.0,20.91,4.84,1.1,0.89,1.218,0.3,"""Lauk Pauk"",""Makan Siang""","""Hidangan ringan dan lezat dengan ayam dan brokoli.""",5 Menit,10 Menit,"""200 gram dada ayam"",""1 sdt garam"",""1 sdm saus tiram"",""100 gram brokoli"",""20 gram wortel"",""2 siung bawang putih"",""150 ml air"",""1 sdm minyak goreng"",""3 g lada putih bubuk""","""Haluskan bawang putih dan lada."",""Panaskan minyak."",""Tumis bumbu sampai harum."",""Masukkan ayam tumis sampai matang."",""Tambahkan air matang secukupnya."",""Masukkan brokoli."",""Tambahkan garam."",""Pindahkan ke piring saat sudah matang.""",makan siang
257,Nasi Goreng Tapi Bohong,1218,291,12.34,0.004553,0.0,0.001168,0.001532,0.0,6.81,40.05,6.2,5.01,2.157,284.0,"""Hidangan Utama"",""Makan Siang""","""Versi nasi goreng yang lebih sehat.""",10 Menit,20 Menit,"""25 gram kecambah"",""25 gram buncis"",""25 gram wortel"",""2 siung bawang putih"",""50 ml air"",""1/2 sdt garam laut"",""1 kecil bawang merah"",""35 g quick cooking oatmeal"",""15 g saus tiram"",""2 g royco ayam"",""1 sendok makan minyak goreng""","""Sangrai oatmeal sampai berubah warna kecoklatan."",""Tambahkan air sedikit demi sedikit"",""sisihkan."",""Tumis bawang bombay dan bawang putih hingga harum"",""lalu tambahkan tauge wortel"",""tumis hingga layu. Tambahkan garam"",""penyedap rasa & saus tiram."",""Masukkan oatmeal yg sudah disangrai tadi."",""Tumis sebentar hingga tercampur rata. Test rasa"",""sajikan""",makan siang
259,Steak Tempe,564,135,3.96,0.001053,0.0,0.001016,0.001366,0.0,6.21,29.52,2.4,6.57,4.47,326.0,"""Makan Siang"",""Hidangan Utama""","""Tempe lezat bermandikan saus yang tak tertahankan!""",10 Menit,20 Menit,"""1 mangkok"",""irisan cooked carrots"",""2 sdm tomato catsup"",""2 sdm salt"",""1 mangkok chayote (fruit)"",""4 siung garlic"",""1 mangkok"",""dicincang onions"",""30 ml bottled water"",""100 gram tempeh (cooked)"",""1 sdm saus sambal"",""100 g saus tiram"",""3 g lada putih bubuk"",""10 g tepung maizena""","""Potong tempe"",""lalu kukus hingga matang."",""Haluskan bawang putih hingga halus lalu tambahkan tempe kukus lalu haluskan. Tambahkan tepung terigu"",""garam dan merica"",""aduk hingga merata"",""lalu bentuk adonan bulat pipih."",""Panaskan pan"",""tambahkan margarin dan minyak zaitun"",""lalu grill tempe sampai matang"",""jgn sering2 dibolak balik agar tdk hancur"",""masak jg pinggirannya."",""Saus: lelehkan margarin"",""lalu tumis bawang bombay sampai layu kmudian masukkan bawang putih tumis sampai harum"",""lalu masukkan semua bahan saus dan lada"",""lalu tambahkan air"",""cek rasa"",""terakhir masukkan larutan maizena"",""aduk2 hingga mengental"",""sajikan.""",makan siang
